date,max_dew_point_v,max_dew_point_s,max_dew_point_c,max_dew_point_d,max_relative_humidity_v,max_relative_humidity_s,max_relative_humidity_c,max_relative_humidity_d,max_temperature_v,max_temperature_s,max_temperature_c,max_temperature_d,max_wind_speed_v,max_wind_speed_s,max_wind_speed_c,max_wind_speed_d,min_dew_point_v,min_dew_point_s,min_dew_point_c,min_dew_point_d,min_relative_humidity_v,min_relative_humidity_s,min_relative_humidity_c,min_relative_humidity_d,min_temperature_v,min_temperature_s,min_temperature_c,min_temperature_d,min_wind_speed_v,min_wind_speed_s,min_wind_speed_c,min_wind_speed_d,precipitation_v,precipitation_s,precipitation_c,precipitation_d,rain_v,rain_s,rain_c,rain_d,snow_v,snow_s,snow_c,snow_d,snow_on_ground_v,snow_on_ground_s,snow_on_ground_c,snow_on_ground_d,solar_radiation_v,solar_radiation_s,solar_radiation_c,solar_radiation_d
2013-09-01,5.24,1.26,30,"1983-09-01 2012-09-01",82.35,6.33,30,"1983-09-01 2012-09-01",18.01,2.95,30,"1983-09-01 2012-09-01",27.47,3,30,"1983-09-01 2012-09-01",0.01,1.27,30,"1983-09-01 2012-09-01",39.25,7.29,30,"1983-09-01 2012-09-01",4.23,1.36,30,"1983-09-01 2012-09-01",2.23,1.08,30,"1983-09-01 2012-09-01",42.19,34.31,30,"1983-09-01 2012-09-01",38.9,31.55,30,"1983-09-01 2012-09-01",3.62,5.33,30,"1983-09-01 2012-09-01",0,0.06,29,"1983-09-01 2011-09-01",,,,
2013-08-01,10.1,1.26,30,"1983-08-01 2012-08-01",84.74,6.39,30,"1983-08-01 2012-08-01",22.75,2.21,30,"1983-08-01 2012-08-01",27,2.77,30,"1983-08-01 2012-08-01",4.88,1.44,30,"1983-08-01 2012-08-01",40.1,7.22,30,"1983-08-01 2012-08-01",8.87,1.08,30,"1983-08-01 2012-08-01",1.74,0.85,30,"1983-08-01 2012-08-01",58.9,31.38,30,"1983-08-01 2012-08-01",58.86,31.4,30,"1983-08-01 2012-08-01",0.03,0.18,30,"1983-08-01 2012-08-01",0,0,29,"1983-08-01 2011-08-01",,,,
2013-07-01,11.37,1.64,30,"1983-07-01 2012-07-01",85.2,5.94,30,"1983-07-01 2012-07-01",23.28,1.93,30,"1983-07-01 2012-07-01",28.63,2.19,30,"1983-07-01 2012-07-01",5.73,1.55,30,"1983-07-01 2012-07-01",41.06,6.06,30,"1983-07-01 2012-07-01",9.94,1.11,30,"1983-07-01 2012-07-01",1.96,0.75,30,"1983-07-01 2012-07-01",64.81,32.05,30,"1983-07-01 2012-07-01",64.81,32.05,30,"1983-07-01 2012-07-01",0,0,30,"1983-07-01 2012-07-01",0,0,30,"1983-07-01 2012-07-01",,,,
2013-06-01,8.51,1.36,30,"1983-06-01 2012-06-01",83.9,6.4,30,"1983-06-01 2012-06-01",19.8,1.37,30,"1983-06-01 2012-06-01",30.07,2.36,30,"1983-06-01 2012-06-01",2.92,1.5,30,"1983-06-01 2012-06-01",42.14,6.3,30,"1983-06-01 2012-06-01",7.57,1.07,30,"1983-06-01 2012-06-01",2.78,0.93,30,"1983-06-01 2012-06-01",95.04,46.6,30,"1983-06-01 2012-06-01",94.91,46.75,30,"1983-06-01 2012-06-01",0.13,0.68,30,"1983-06-01 2012-06-01",0,0,30,"1983-06-01 2012-06-01",,,,
2013-05-01,3.4,1.42,30,"1983-05-01 2012-05-01",79.75,7.49,30,"1983-05-01 2012-05-01",16.27,1.89,30,"1983-05-01 2012-05-01",31.05,2.56,30,"1983-05-01 2012-05-01",-2.36,1.65,30,"1983-05-01 2012-05-01",37.48,6.18,30,"1983-05-01 2012-05-01",3.17,1.26,30,"1983-05-01 2012-05-01",3.17,1.22,30,"1983-05-01 2012-05-01",53.8,28.76,30,"1983-05-01 2012-05-01",44.75,27.76,30,"1983-05-01 2012-05-01",10.19,11.07,30,"1983-05-01 2012-05-01",0.2,0.4,30,"1983-05-01 2012-05-01",,,,
2013-04-01,-1.41,1.41,30,"1983-04-01 2012-04-01",79.47,5.7,30,"1983-04-01 2012-04-01",11.05,2.06,30,"1983-04-01 2012-04-01",30.57,2.74,30,"1983-04-01 2012-04-01",-7.38,1.62,30,"1983-04-01 2012-04-01",36.56,6.13,30,"1983-04-01 2012-04-01",-1.93,1.27,30,"1983-04-01 2012-04-01",3.27,1.09,30,"1983-04-01 2012-04-01",28.45,20.21,30,"1983-04-01 2012-04-01",11.97,13.71,30,"1983-04-01 2012-04-01",21.03,17.07,30,"1983-04-01 2012-04-01",0.9,1.12,30,"1983-04-01 2012-04-01",,,,
2013-03-01,-5.35,2.24,30,"1983-03-01 2012-03-01",81.17,5.1,30,"1983-03-01 2012-03-01",4.23,3.98,30,"1983-03-01 2012-03-01",28.45,3.53,30,"1983-03-01 2012-03-01",-11.99,2.65,30,"1983-03-01 2012-03-01",45.13,9.45,30,"1983-03-01 2012-03-01",-7.56,3.11,30,"1983-03-01 2012-03-01",2.48,0.95,30,"1983-03-01 2012-03-01",16.67,11.82,30,"1983-03-01 2012-03-01",1.31,2.02,30,"1983-03-01 2012-03-01",22.17,14.09,30,"1983-03-01 2012-03-01",2.6,2.71,30,"1983-03-01 2012-03-01",,,,
2013-02-01,-8.44,2.83,30,"1983-02-01 2012-02-01",78.57,5.75,30,"1983-02-01 2012-02-01",0.74,3.71,30,"1983-02-01 2012-02-01",27.32,3.98,30,"1983-02-01 2012-02-01",-15.53,3.42,30,"1983-02-01 2012-02-01",46.54,6.96,30,"1983-02-01 2012-02-01",-11.44,3.32,30,"1983-02-01 2012-02-01",2.09,0.83,30,"1983-02-01 2012-02-01",9.82,6.61,30,"1983-02-01 2012-02-01",0.1,0.29,30,"1983-02-01 2012-02-01",14.98,10.34,30,"1983-02-01 2012-02-01",2.9,1.94,30,"1983-02-01 2012-02-01",,,,
2013-01-01,-9.55,2.86,30,"1983-01-01 2012-01-01",77.6,4.22,30,"1983-01-01 2012-01-01",-0.83,3.92,30,"1983-01-01 2012-01-01",29.29,4.61,30,"1983-01-01 2012-01-01",-17.07,3.4,30,"1983-01-01 2012-01-01",47.61,6.2,30,"1983-01-01 2012-01-01",-12.93,3.62,30,"1983-01-01 2012-01-01",2.04,0.9,30,"1983-01-01 2012-01-01",9.19,6.4,30,"1983-01-01 2012-01-01",0.06,0.13,30,"1983-01-01 2012-01-01",15.22,9.69,30,"1983-01-01 2012-01-01",3.9,4.78,30,"1983-01-01 2012-01-01",,,,
2012-12-01,-9.36,3.35,30,"1982-12-01 2011-12-01",78.47,5.19,30,"1982-12-01 2011-12-01",-0.63,4.49,30,"1982-12-01 2011-12-01",29.22,4.13,30,"1982-12-01 2011-12-01",-16.55,3.96,30,"1982-12-01 2011-12-01",47.6,6.22,30,"1982-12-01 2011-12-01",-12.55,4.27,30,"1982-12-01 2011-12-01",2.04,0.88,30,"1982-12-01 2011-12-01",10.5,8.31,30,"1982-12-01 2011-12-01",0.28,0.76,30,"1982-12-01 2011-12-01",15.28,10.05,30,"1982-12-01 2011-12-01",3.7,4.9,30,"1982-12-01 2011-12-01",,,,
2012-11-01,-5.75,2.54,30,"1982-11-01 2011-11-01",81.31,4.05,30,"1982-11-01 2011-11-01",3.25,3.75,30,"1982-11-01 2011-11-01",28.19,3.26,30,"1982-11-01 2011-11-01",-12.3,2.94,30,"1982-11-01 2011-11-01",47.18,7.05,30,"1982-11-01 2011-11-01",-8.33,3.29,30,"1982-11-01 2011-11-01",1.78,0.73,30,"1982-11-01 2011-11-01",13.23,8,30,"1982-11-01 2011-11-01",1.46,2.52,30,"1982-11-01 2011-11-01",16.81,10.56,30,"1982-11-01 2011-11-01",2.1,1.94,30,"1982-11-01 2011-11-01",,,,
2012-10-01,-0.26,1.32,30,"1982-10-01 2011-10-01",79.15,5.16,30,"1982-10-01 2011-10-01",11.7,2.31,30,"1982-10-01 2011-10-01",29.05,2.96,30,"1982-10-01 2011-10-01",-6.15,1.53,30,"1982-10-01 2011-10-01",39.2,5.64,30,"1982-10-01 2011-10-01",-1.37,1.37,30,"1982-10-01 2011-10-01",2.14,0.78,30,"1982-10-01 2011-10-01",14.46,8.35,30,"1982-10-01 2011-10-01",7.16,5.13,30,"1982-10-01 2011-10-01",9.49,7.83,30,"1982-10-01 2011-10-01",0.4,0.66,30,"1982-10-01 2011-10-01",,,,
2012-09-01,5.27,1.27,30,"1982-09-01 2011-09-01",82.64,6.23,30,"1982-09-01 2011-09-01",17.86,2.85,30,"1982-09-01 2011-09-01",27.45,2.99,30,"1982-09-01 2011-09-01",0.03,1.28,30,"1982-09-01 2011-09-01",39.7,7.05,30,"1982-09-01 2011-09-01",4.17,1.31,30,"1982-09-01 2011-09-01",2.05,0.69,30,"1982-09-01 2011-09-01",44.11,33.79,30,"1982-09-01 2011-09-01",40.65,31.03,30,"1982-09-01 2011-09-01",3.86,5.33,30,"1982-09-01 2011-09-01",0,0.06,30,"1982-09-01 2011-09-01",,,,
2012-08-01,10.04,1.24,30,"1982-08-01 2011-08-01",84.82,6.4,30,"1982-08-01 2011-08-01",22.67,2.18,30,"1982-08-01 2011-08-01",27.03,2.79,30,"1982-08-01 2011-08-01",4.83,1.43,30,"1982-08-01 2011-08-01",40.17,7.2,30,"1982-08-01 2011-08-01",8.79,1.07,30,"1982-08-01 2011-08-01",1.62,0.57,30,"1982-08-01 2011-08-01",58.6,31.67,30,"1982-08-01 2011-08-01",58.56,31.69,30,"1982-08-01 2011-08-01",0.03,0.18,30,"1982-08-01 2011-08-01",0,0,30,"1982-08-01 2011-08-01",,,,
2012-07-01,11.28,1.52,30,"1982-07-01 2011-07-01",85.08,5.91,30,"1982-07-01 2011-07-01",23.21,1.94,30,"1982-07-01 2011-07-01",28.58,2.17,30,"1982-07-01 2011-07-01",5.63,1.48,30,"1982-07-01 2011-07-01",40.94,5.98,30,"1982-07-01 2011-07-01",9.85,1,30,"1982-07-01 2011-07-01",1.87,0.66,30,"1982-07-01 2011-07-01",64.75,32.03,30,"1982-07-01 2011-07-01",64.75,32.03,30,"1982-07-01 2011-07-01",0,0,30,"1982-07-01 2011-07-01",0,0,30,"1982-07-01 2011-07-01",,,,
2012-06-01,8.5,1.36,30,"1982-06-01 2011-06-01",83.77,6.35,30,"1982-06-01 2011-06-01",19.83,1.37,30,"1982-06-01 2011-06-01",30.03,2.38,30,"1982-06-01 2011-06-01",2.93,1.51,30,"1982-06-01 2011-06-01",42.15,6.3,30,"1982-06-01 2011-06-01",7.55,1.06,30,"1982-06-01 2011-06-01",2.71,0.92,30,"1982-06-01 2011-06-01",93.04,45.61,30,"1982-06-01 2011-06-01",92.91,45.76,30,"1982-06-01 2011-06-01",0.13,0.68,30,"1982-06-01 2011-06-01",0,0,30,"1982-06-01 2011-06-01",,,,
2012-05-01,3.35,1.46,30,"1982-05-01 2011-05-01",79.66,7.49,30,"1982-05-01 2011-05-01",16.25,1.9,30,"1982-05-01 2011-05-01",31.2,2.61,30,"1982-05-01 2011-05-01",-2.41,1.69,30,"1982-05-01 2011-05-01",37.37,6.22,30,"1982-05-01 2011-05-01",3.11,1.29,30,"1982-05-01 2011-05-01",3.13,1.22,30,"1982-05-01 2011-05-01",54.12,29.02,30,"1982-05-01 2011-05-01",44.71,27.74,30,"1982-05-01 2011-05-01",10.63,11.42,30,"1982-05-01 2011-05-01",0.2,0.42,30,"1982-05-01 2011-05-01",,,,
2012-04-01,-1.62,1.63,30,"1982-04-01 2011-04-01",78.88,5.79,30,"1982-04-01 2011-04-01",10.94,2.16,30,"1982-04-01 2011-04-01",30.74,2.81,30,"1982-04-01 2011-04-01",-7.65,1.85,30,"1982-04-01 2011-04-01",36.29,6.06,30,"1982-04-01 2011-04-01",-2.08,1.37,30,"1982-04-01 2011-04-01",3.27,1.09,30,"1982-04-01 2011-04-01",26.95,19.7,30,"1982-04-01 2011-04-01",10.98,13.46,30,"1982-04-01 2011-04-01",20.67,17.05,30,"1982-04-01 2011-04-01",0.9,1.15,30,"1982-04-01 2011-04-01",,,,
2012-03-01,-5.47,2.22,30,"1982-03-01 2011-03-01",81.05,5.06,30,"1982-03-01 2011-03-01",4.02,4.02,30,"1982-03-01 2011-03-01",28.34,3.46,30,"1982-03-01 2011-03-01",-12.12,2.64,30,"1982-03-01 2011-03-01",45.42,9.53,30,"1982-03-01 2011-03-01",-7.72,3.1,30,"1982-03-01 2011-03-01",2.48,0.95,30,"1982-03-01 2011-03-01",16.98,11.96,30,"1982-03-01 2011-03-01",1.31,2.02,30,"1982-03-01 2011-03-01",22.8,14.31,30,"1982-03-01 2011-03-01",2.7,2.7,30,"1982-03-01 2011-03-01",,,,
2012-02-01,-8.64,2.89,30,"1982-02-01 2011-02-01",78.14,5.5,30,"1982-02-01 2011-02-01",0.5,3.87,30,"1982-02-01 2011-02-01",27.63,4.07,30,"1982-02-01 2011-02-01",-15.76,3.52,30,"1982-02-01 2011-02-01",46.73,7.01,30,"1982-02-01 2011-02-01",-11.62,3.42,30,"1982-02-01 2011-02-01",2.22,1.04,30,"1982-02-01 2011-02-01",9.64,6.52,30,"1982-02-01 2011-02-01",0.1,0.29,30,"1982-02-01 2011-02-01",14.92,10.33,30,"1982-02-01 2011-02-01",3.1,2.23,30,"1982-02-01 2011-02-01",,,,
2012-01-01,-9.89,3.39,30,"1982-01-01 2011-01-01",77.47,4.35,30,"1982-01-01 2011-01-01",-1.25,4.46,30,"1982-01-01 2011-01-01",29.23,4.56,30,"1982-01-01 2011-01-01",-17.51,4.07,30,"1982-01-01 2011-01-01",47.9,6.1,30,"1982-01-01 2011-01-01",-13.41,4.23,30,"1982-01-01 2011-01-01",2.08,1.03,30,"1982-01-01 2011-01-01",9.74,6.81,30,"1982-01-01 2011-01-01",0.06,0.13,30,"1982-01-01 2011-01-01",15.94,9.79,30,"1982-01-01 2011-01-01",4.1,4.78,30,"1982-01-01 2011-01-01",,,,
2011-12-01,-9.56,3.26,30,"1981-12-01 2010-12-01",78.25,5.22,30,"1981-12-01 2010-12-01",-0.85,4.39,30,"1981-12-01 2010-12-01",28.93,3.84,30,"1981-12-01 2010-12-01",-16.76,3.88,30,"1981-12-01 2010-12-01",47.63,6.2,30,"1981-12-01 2010-12-01",-12.74,4.17,30,"1981-12-01 2010-12-01",2.08,0.92,30,"1981-12-01 2010-12-01",10.12,8.34,30,"1981-12-01 2010-12-01",0.28,0.76,30,"1981-12-01 2010-12-01",14.9,10.21,30,"1981-12-01 2010-12-01",3.7,4.92,30,"1981-12-01 2010-12-01",,,,
2011-11-01,-5.65,2.57,30,"1981-11-01 2010-11-01",81.18,4.18,30,"1981-11-01 2010-11-01",3.41,3.86,30,"1981-11-01 2010-11-01",28.12,3.2,30,"1981-11-01 2010-11-01",-12.16,2.98,30,"1981-11-01 2010-11-01",47.19,7.03,30,"1981-11-01 2010-11-01",-8.23,3.36,30,"1981-11-01 2010-11-01",1.86,0.81,30,"1981-11-01 2010-11-01",13.11,8.07,30,"1981-11-01 2010-11-01",1.46,2.52,30,"1981-11-01 2010-11-01",16.61,10.66,30,"1981-11-01 2010-11-01",2.1,1.95,30,"1981-11-01 2010-11-01",,,,
2011-10-01,-0.21,1.31,30,"1981-10-01 2010-10-01",79.46,4.92,30,"1981-10-01 2010-10-01",11.67,2.31,30,"1981-10-01 2010-10-01",29.1,2.94,30,"1981-10-01 2010-10-01",-6.09,1.56,30,"1981-10-01 2010-10-01",39.5,5.66,30,"1981-10-01 2010-10-01",-1.41,1.34,30,"1981-10-01 2010-10-01",2.19,0.86,30,"1981-10-01 2010-10-01",15.26,9.38,30,"1981-10-01 2010-10-01",7.45,5.65,30,"1981-10-01 2010-10-01",10,7.75,30,"1981-10-01 2010-10-01",0.5,0.66,30,"1981-10-01 2010-10-01",,,,
2011-09-01,5.26,1.27,30,"1981-09-01 2010-09-01",82.97,5.85,30,"1981-09-01 2010-09-01",17.79,2.78,30,"1981-09-01 2010-09-01",27.55,3.03,30,"1981-09-01 2010-09-01",0.03,1.28,30,"1981-09-01 2010-09-01",39.8,6.95,30,"1981-09-01 2010-09-01",4.1,1.22,30,"1981-09-01 2010-09-01",2.1,0.73,30,"1981-09-01 2010-09-01",45.09,33.23,30,"1981-09-01 2010-09-01",41.64,30.52,30,"1981-09-01 2010-09-01",3.86,5.33,30,"1981-09-01 2010-09-01",0,0.06,30,"1981-09-01 2010-09-01",,,,
2011-08-01,10.11,1.31,30,"1981-08-01 2010-08-01",84.96,6.35,30,"1981-08-01 2010-08-01",22.76,2.23,30,"1981-08-01 2010-08-01",27.09,2.76,30,"1981-08-01 2010-08-01",4.89,1.48,30,"1981-08-01 2010-08-01",40.04,7.22,30,"1981-08-01 2010-08-01",8.79,1.07,30,"1981-08-01 2010-08-01",1.67,0.59,30,"1981-08-01 2010-08-01",56.78,31.78,30,"1981-08-01 2010-08-01",56.74,31.8,30,"1981-08-01 2010-08-01",0.03,0.18,30,"1981-08-01 2010-08-01",0,0,30,"1981-08-01 2010-08-01",,,,
2011-07-01,11.31,1.53,30,"1981-07-01 2010-07-01",85.35,5.8,30,"1981-07-01 2010-07-01",23.15,1.97,30,"1981-07-01 2010-07-01",28.57,2.17,30,"1981-07-01 2010-07-01",5.7,1.46,30,"1981-07-01 2010-07-01",41.25,6.12,30,"1981-07-01 2010-07-01",9.82,1,30,"1981-07-01 2010-07-01",1.94,0.8,30,"1981-07-01 2010-07-01",65.39,33.06,30,"1981-07-01 2010-07-01",65.39,33.06,30,"1981-07-01 2010-07-01",0,0,30,"1981-07-01 2010-07-01",0,0,30,"1981-07-01 2010-07-01",,,,
2011-06-01,8.46,1.39,30,"1981-06-01 2010-06-01",83.72,6.37,30,"1981-06-01 2010-06-01",19.83,1.37,30,"1981-06-01 2010-06-01",30.16,2.44,30,"1981-06-01 2010-06-01",2.84,1.58,30,"1981-06-01 2010-06-01",41.87,6.41,30,"1981-06-01 2010-06-01",7.49,1.09,30,"1981-06-01 2010-06-01",2.73,0.94,30,"1981-06-01 2010-06-01",92.71,45.75,30,"1981-06-01 2010-06-01",92.58,45.89,30,"1981-06-01 2010-06-01",0.13,0.68,30,"1981-06-01 2010-06-01",0,0,30,"1981-06-01 2010-06-01",,,,
2011-05-01,3.46,1.56,30,"1981-05-01 2010-05-01",79.92,7.56,30,"1981-05-01 2010-05-01",16.27,1.89,30,"1981-05-01 2010-05-01",31.41,2.59,30,"1981-05-01 2010-05-01",-2.33,1.78,30,"1981-05-01 2010-05-01",37.55,6.38,30,"1981-05-01 2010-05-01",3.12,1.3,30,"1981-05-01 2010-05-01",3.13,1.23,30,"1981-05-01 2010-05-01",55.94,32.55,30,"1981-05-01 2010-05-01",44.69,27.72,30,"1981-05-01 2010-05-01",12.46,13.73,30,"1981-05-01 2010-05-01",0.3,0.42,30,"1981-05-01 2010-05-01",,,,
2011-04-01,-1.63,1.64,30,"1981-04-01 2010-04-01",78.41,6.4,30,"1981-04-01 2010-04-01",11.14,2.03,30,"1981-04-01 2010-04-01",31.08,2.91,30,"1981-04-01 2010-04-01",-7.7,1.89,30,"1981-04-01 2010-04-01",35.7,6.35,30,"1981-04-01 2010-04-01",-2.03,1.36,30,"1981-04-01 2010-04-01",3.36,1.09,30,"1981-04-01 2010-04-01",25.16,19.38,30,"1981-04-01 2010-04-01",10.76,13.57,30,"1981-04-01 2010-04-01",18.8,15.89,30,"1981-04-01 2010-04-01",0.8,1.07,30,"1981-04-01 2010-04-01",,,,
2011-03-01,-5.3,2.2,30,"1981-03-01 2010-03-01",80.99,5.08,30,"1981-03-01 2010-03-01",4.38,3.95,30,"1981-03-01 2010-03-01",28.76,3.29,30,"1981-03-01 2010-03-01",-11.98,2.66,30,"1981-03-01 2010-03-01",44.67,9.42,30,"1981-03-01 2010-03-01",-7.53,3.1,30,"1981-03-01 2010-03-01",2.63,0.99,30,"1981-03-01 2010-03-01",17.5,12.41,30,"1981-03-01 2010-03-01",2.15,4.85,30,"1981-03-01 2010-03-01",22.33,14.48,30,"1981-03-01 2010-03-01",2.6,2.73,30,"1981-03-01 2010-03-01",,,,
2011-02-01,-8.46,2.84,30,"1981-02-01 2010-02-01",78.2,5.45,30,"1981-02-01 2010-02-01",0.73,3.8,30,"1981-02-01 2010-02-01",27.77,4.18,30,"1981-02-01 2010-02-01",-15.56,3.44,30,"1981-02-01 2010-02-01",46.62,7.03,30,"1981-02-01 2010-02-01",-11.42,3.39,30,"1981-02-01 2010-02-01",2.34,1.21,30,"1981-02-01 2010-02-01",9.35,6.36,30,"1981-02-01 2010-02-01",0.09,0.29,30,"1981-02-01 2010-02-01",14.47,10.21,30,"1981-02-01 2010-02-01",3,2.22,30,"1981-02-01 2010-02-01",,,,
2011-01-01,-9.66,3.47,30,"1981-01-01 2010-01-01",77.75,4.33,30,"1981-01-01 2010-01-01",-0.93,4.58,30,"1981-01-01 2010-01-01",29.05,4.54,30,"1981-01-01 2010-01-01",-17.26,4.23,30,"1981-01-01 2010-01-01",47.74,6.1,30,"1981-01-01 2010-01-01",-13.21,4.36,30,"1981-01-01 2010-01-01",2.04,1.02,30,"1981-01-01 2010-01-01",9.34,6.74,30,"1981-01-01 2010-01-01",0.06,0.13,30,"1981-01-01 2010-01-01",15.14,9.61,30,"1981-01-01 2010-01-01",3.9,4.82,30,"1981-01-01 2010-01-01",,,,
2010-12-01,-9.63,3.29,30,"1980-12-01 2009-12-01",78.03,5.25,30,"1980-12-01 2009-12-01",-0.9,4.42,30,"1980-12-01 2009-12-01",29.37,3.42,30,"1980-12-01 2009-12-01",-16.85,3.92,30,"1980-12-01 2009-12-01",47.45,6.06,30,"1980-12-01 2009-12-01",-12.78,4.19,30,"1980-12-01 2009-12-01",2.24,1.15,30,"1980-12-01 2009-12-01",10.4,8.47,30,"1980-12-01 2009-12-01",0.29,0.75,30,"1980-12-01 2009-12-01",15.07,10.36,30,"1980-12-01 2009-12-01",3.9,5.07,30,"1980-12-01 2009-12-01",,,,
2010-11-01,-5.53,2.55,30,"1980-11-01 2009-11-01",81.09,4.31,30,"1980-11-01 2009-11-01",3.62,3.91,30,"1980-11-01 2009-11-01",28.17,3.23,30,"1980-11-01 2009-11-01",-12.04,2.93,30,"1980-11-01 2009-11-01",46.75,7.37,30,"1980-11-01 2009-11-01",-8.03,3.38,30,"1980-11-01 2009-11-01",1.95,0.87,30,"1980-11-01 2009-11-01",12.95,7.96,30,"1980-11-01 2009-11-01",1.4,2.53,30,"1980-11-01 2009-11-01",16.54,10.63,30,"1980-11-01 2009-11-01",1.9,1.9,30,"1980-11-01 2009-11-01",,,,
2010-10-01,-0.21,1.3,30,"1980-10-01 2009-10-01",79.39,4.97,30,"1980-10-01 2009-10-01",11.69,2.34,30,"1980-10-01 2009-10-01",29.24,2.8,30,"1980-10-01 2009-10-01",-6.1,1.54,30,"1980-10-01 2009-10-01",39.4,5.66,30,"1980-10-01 2009-10-01",-1.43,1.3,30,"1980-10-01 2009-10-01",2.21,0.83,30,"1980-10-01 2009-10-01",15.93,9.77,30,"1980-10-01 2009-10-01",7.77,5.87,30,"1980-10-01 2009-10-01",10.35,7.73,30,"1980-10-01 2009-10-01",0.5,0.66,30,"1980-10-01 2009-10-01",,,,
2010-09-01,5.24,1.26,30,"1980-09-01 2009-09-01",82.84,5.79,30,"1980-09-01 2009-09-01",17.9,2.69,30,"1980-09-01 2009-09-01",27.91,3.2,30,"1980-09-01 2009-09-01",-0.02,1.25,30,"1980-09-01 2009-09-01",39.3,6.38,30,"1980-09-01 2009-09-01",4.09,1.22,30,"1980-09-01 2009-09-01",2.14,0.75,30,"1980-09-01 2009-09-01",44.38,33.08,30,"1980-09-01 2009-09-01",40.93,30.28,30,"1980-09-01 2009-09-01",3.85,5.33,30,"1980-09-01 2009-09-01",0,0.06,30,"1980-09-01 2009-09-01",,,,
2010-08-01,10.06,1.35,30,"1980-08-01 2009-08-01",85.05,6.37,30,"1980-08-01 2009-08-01",22.7,2.3,30,"1980-08-01 2009-08-01",27.23,2.81,30,"1980-08-01 2009-08-01",4.81,1.51,30,"1980-08-01 2009-08-01",39.9,7.12,30,"1980-08-01 2009-08-01",8.68,1.15,30,"1980-08-01 2009-08-01",1.67,0.58,30,"1980-08-01 2009-08-01",54.93,31.6,30,"1980-08-01 2009-08-01",54.9,31.62,30,"1980-08-01 2009-08-01",0.03,0.18,30,"1980-08-01 2009-08-01",0,0,30,"1980-08-01 2009-08-01",,,,
2010-07-01,11.29,1.53,30,"1980-07-01 2009-07-01",85.35,5.8,30,"1980-07-01 2009-07-01",23.18,1.96,30,"1980-07-01 2009-07-01",28.68,2.19,30,"1980-07-01 2009-07-01",5.67,1.47,30,"1980-07-01 2009-07-01",41.04,6.13,30,"1980-07-01 2009-07-01",9.79,0.99,30,"1980-07-01 2009-07-01",1.94,0.79,30,"1980-07-01 2009-07-01",64.86,33.18,30,"1980-07-01 2009-07-01",64.86,33.18,30,"1980-07-01 2009-07-01",0,0,30,"1980-07-01 2009-07-01",0,0,30,"1980-07-01 2009-07-01",,,,
2010-06-01,8.51,1.4,30,"1980-06-01 2009-06-01",83.94,6.44,30,"1980-06-01 2009-06-01",19.83,1.37,30,"1980-06-01 2009-06-01",30.31,2.35,30,"1980-06-01 2009-06-01",2.91,1.62,30,"1980-06-01 2009-06-01",42.04,6.49,30,"1980-06-01 2009-06-01",7.51,1.09,30,"1980-06-01 2009-06-01",2.72,0.95,30,"1980-06-01 2009-06-01",94.03,45.47,30,"1980-06-01 2009-06-01",93.91,45.62,30,"1980-06-01 2009-06-01",0.13,0.68,30,"1980-06-01 2009-06-01",0,0,30,"1980-06-01 2009-06-01",,,,
2010-05-01,3.47,1.55,30,"1980-05-01 2009-05-01",79.44,7.77,30,"1980-05-01 2009-05-01",16.44,1.85,30,"1980-05-01 2009-05-01",31.57,2.63,30,"1980-05-01 2009-05-01",-2.33,1.78,30,"1980-05-01 2009-05-01",37.3,6.39,30,"1980-05-01 2009-05-01",3.2,1.27,30,"1980-05-01 2009-05-01",3.11,1.22,30,"1980-05-01 2009-05-01",56.98,33.28,30,"1980-05-01 2009-05-01",46.51,29.14,30,"1980-05-01 2009-05-01",11.69,13.76,30,"1980-05-01 2009-05-01",0.3,0.42,30,"1980-05-01 2009-05-01",,,,
2010-04-01,-1.54,1.69,30,"1980-04-01 2009-04-01",78.27,6.42,30,"1980-04-01 2009-04-01",11.27,2.15,30,"1980-04-01 2009-04-01",30.9,2.74,30,"1980-04-01 2009-04-01",-7.62,1.94,30,"1980-04-01 2009-04-01",35.65,6.37,30,"1980-04-01 2009-04-01",-1.95,1.46,30,"1980-04-01 2009-04-01",3.23,1.11,30,"1980-04-01 2009-04-01",24.16,18.74,30,"1980-04-01 2009-04-01",10.36,13.61,30,"1980-04-01 2009-04-01",18.25,15.54,30,"1980-04-01 2009-04-01",0.8,1.07,30,"1980-04-01 2009-04-01",,,,
2010-03-01,-5.41,2.17,30,"1980-03-01 2009-03-01",81.17,5.13,30,"1980-03-01 2009-03-01",4.1,3.88,30,"1980-03-01 2009-03-01",28.76,3.29,30,"1980-03-01 2009-03-01",-12.11,2.62,30,"1980-03-01 2009-03-01",45.3,9.23,30,"1980-03-01 2009-03-01",-7.77,3.04,30,"1980-03-01 2009-03-01",2.59,1.01,30,"1980-03-01 2009-03-01",17.92,12.07,30,"1980-03-01 2009-03-01",2.13,4.85,30,"1980-03-01 2009-03-01",23.18,13.97,30,"1980-03-01 2009-03-01",2.6,2.69,30,"1980-03-01 2009-03-01",,,,
