date,max_dew_point_v,max_dew_point_s,max_dew_point_c,max_dew_point_d,max_relative_humidity_v,max_relative_humidity_s,max_relative_humidity_c,max_relative_humidity_d,max_temperature_v,max_temperature_s,max_temperature_c,max_temperature_d,max_wind_speed_v,max_wind_speed_s,max_wind_speed_c,max_wind_speed_d,min_dew_point_v,min_dew_point_s,min_dew_point_c,min_dew_point_d,min_relative_humidity_v,min_relative_humidity_s,min_relative_humidity_c,min_relative_humidity_d,min_temperature_v,min_temperature_s,min_temperature_c,min_temperature_d,min_wind_speed_v,min_wind_speed_s,min_wind_speed_c,min_wind_speed_d,precipitation_v,precipitation_s,precipitation_c,precipitation_d,rain_v,rain_s,rain_c,rain_d,snow_v,snow_s,snow_c,snow_d,snow_on_ground_v,snow_on_ground_s,snow_on_ground_c,snow_on_ground_d,solar_radiation_v,solar_radiation_s,solar_radiation_c,solar_radiation_d
2025-12-16,-8.96,6.88,450,"1995-12-09 2024-12-23",78.86,12.67,450,"1995-12-09 2024-12-23",-0.56,8.98,450,"1995-12-09 2024-12-23",28.79,11.26,450,"1995-12-09 2024-12-23",-16.03,7.17,450,"1995-12-09 2024-12-23",49,16.44,450,"1995-12-09 2024-12-23",-11.99,7.92,450,"1995-12-09 2024-12-23",2.68,3.65,450,"1995-12-09 2024-12-23",0.51,1.55,450,"1995-12-09 2024-12-23",0.01,0.18,447,"1995-12-09 2024-12-23",0.66,1.81,447,"1995-12-09 2024-12-23",5.3,6.44,448,"1995-12-09 2024-12-23",,,,
2025-12-15,-8.83,6.84,450,"1995-12-08 2024-12-22",79.15,12.59,450,"1995-12-08 2024-12-22",-0.47,8.94,450,"1995-12-08 2024-12-22",28.68,11.14,450,"1995-12-08 2024-12-22",-15.84,7.14,450,"1995-12-08 2024-12-22",49.34,16.79,450,"1995-12-08 2024-12-22",-11.84,7.87,450,"1995-12-08 2024-12-22",2.63,3.54,450,"1995-12-08 2024-12-22",0.51,1.58,450,"1995-12-08 2024-12-22",0.02,0.18,446,"1995-12-08 2024-12-22",0.66,1.85,446,"1995-12-08 2024-12-22",5.2,6.33,448,"1995-12-08 2024-12-22",,,,
2025-12-14,-8.67,6.78,450,"1995-12-07 2024-12-21",79.26,12.64,450,"1995-12-07 2024-12-21",-0.33,8.84,450,"1995-12-07 2024-12-21",28.58,11.07,450,"1995-12-07 2024-12-21",-15.77,7.2,450,"1995-12-07 2024-12-21",49.29,16.74,450,"1995-12-07 2024-12-21",-11.76,7.91,450,"1995-12-07 2024-12-21",2.56,3.54,450,"1995-12-07 2024-12-21",0.49,1.51,450,"1995-12-07 2024-12-21",0.02,0.19,445,"1995-12-07 2024-12-21",0.63,1.76,445,"1995-12-07 2024-12-21",5.1,6.21,447,"1995-12-07 2024-12-21",,,,
2025-12-13,-8.65,6.77,450,"1995-12-06 2024-12-20",79.07,12.77,450,"1995-12-06 2024-12-20",-0.19,8.9,450,"1995-12-06 2024-12-20",28.59,11.19,450,"1995-12-06 2024-12-20",-15.7,7.09,450,"1995-12-06 2024-12-20",48.93,16.6,450,"1995-12-06 2024-12-20",-11.67,7.83,450,"1995-12-06 2024-12-20",2.62,3.62,450,"1995-12-06 2024-12-20",0.46,1.43,450,"1995-12-06 2024-12-20",0.02,0.19,444,"1995-12-06 2024-12-20",0.6,1.69,444,"1995-12-06 2024-12-20",5.1,6.08,446,"1995-12-06 2024-12-20",,,,
2025-12-12,-8.65,6.59,450,"1995-12-05 2024-12-19",79.12,12.98,450,"1995-12-05 2024-12-19",-0.17,8.8,450,"1995-12-05 2024-12-19",28.69,11.27,450,"1995-12-05 2024-12-19",-15.63,6.95,450,"1995-12-05 2024-12-19",49.03,16.87,450,"1995-12-05 2024-12-19",-11.6,7.72,450,"1995-12-05 2024-12-19",2.74,3.82,450,"1995-12-05 2024-12-19",0.45,1.4,450,"1995-12-05 2024-12-19",0.01,0.17,443,"1995-12-05 2024-12-19",0.6,1.67,443,"1995-12-05 2024-12-19",5,5.96,445,"1995-12-05 2024-12-19",,,,
2025-12-11,-8.52,6.38,450,"1995-12-04 2024-12-18",79.37,13.09,450,"1995-12-04 2024-12-18",-0.11,8.6,450,"1995-12-04 2024-12-18",28.68,11.33,450,"1995-12-04 2024-12-18",-15.52,6.78,450,"1995-12-04 2024-12-18",49.38,17.03,450,"1995-12-04 2024-12-18",-11.54,7.57,450,"1995-12-04 2024-12-18",2.66,3.8,450,"1995-12-04 2024-12-18",0.45,1.33,450,"1995-12-04 2024-12-18",0.01,0.06,442,"1995-12-04 2024-12-18",0.61,1.68,442,"1995-12-04 2024-12-18",5,5.89,444,"1995-12-04 2024-12-18",,,,
2025-12-10,-8.54,6.33,450,"1995-12-03 2024-12-17",79.36,12.97,450,"1995-12-03 2024-12-17",-0.11,8.57,450,"1995-12-03 2024-12-17",28.48,11.35,450,"1995-12-03 2024-12-17",-15.44,6.74,450,"1995-12-03 2024-12-17",49.26,17.18,450,"1995-12-03 2024-12-17",-11.44,7.55,450,"1995-12-03 2024-12-17",2.65,3.76,450,"1995-12-03 2024-12-17",0.42,1.3,450,"1995-12-03 2024-12-17",0,0.06,441,"1995-12-03 2024-12-17",0.57,1.58,441,"1995-12-03 2024-12-17",5.1,5.88,443,"1995-12-03 2024-12-17",,,,
2025-12-09,-8.52,6.34,450,"1995-12-02 2024-12-16",79.51,13.04,450,"1995-12-02 2024-12-16",-0.16,8.56,450,"1995-12-02 2024-12-16",28.32,11.4,450,"1995-12-02 2024-12-16",-15.39,6.71,450,"1995-12-02 2024-12-16",49.56,17.22,450,"1995-12-02 2024-12-16",-11.42,7.53,450,"1995-12-02 2024-12-16",2.6,3.9,450,"1995-12-02 2024-12-16",0.46,1.46,450,"1995-12-02 2024-12-16",0,0.06,440,"1995-12-02 2024-12-16",0.59,1.68,440,"1995-12-02 2024-12-16",5.1,5.85,442,"1995-12-02 2024-12-16",,,,
2025-12-08,-8.52,6.38,450,"1995-12-01 2024-12-15",79.66,13,450,"1995-12-01 2024-12-15",-0.09,8.59,450,"1995-12-01 2024-12-15",28.09,11.14,450,"1995-12-01 2024-12-15",-15.3,6.65,450,"1995-12-01 2024-12-15",49.54,17.31,450,"1995-12-01 2024-12-15",-11.4,7.48,450,"1995-12-01 2024-12-15",2.49,3.87,450,"1995-12-01 2024-12-15",0.48,1.48,450,"1995-12-01 2024-12-15",0.01,0.06,439,"1995-12-01 2024-12-15",0.61,1.71,439,"1995-12-01 2024-12-15",5.1,5.82,441,"1995-12-01 2024-12-15",,,,
2025-12-07,-8.5,6.34,450,"1995-11-30 2024-12-14",79.58,13.21,450,"1995-11-30 2024-12-14",-0.15,8.61,450,"1995-11-30 2024-12-14",27.83,10.94,450,"1995-11-30 2024-12-14",-15.23,6.54,450,"1995-11-30 2024-12-14",49.94,17.77,450,"1995-11-30 2024-12-14",-11.3,7.43,450,"1995-11-30 2024-12-14",2.52,3.94,450,"1995-11-30 2024-12-14",0.5,1.52,450,"1995-11-30 2024-12-14",0.01,0.06,438,"1995-11-30 2024-12-14",0.65,1.77,438,"1995-11-30 2024-12-14",5,5.83,439,"1995-11-30 2024-12-14",,,,
2025-12-06,-8.48,6.18,450,"1995-11-29 2024-12-13",79.61,13.46,450,"1995-11-29 2024-12-13",-0.1,8.55,450,"1995-11-29 2024-12-13",27.55,10.83,450,"1995-11-29 2024-12-13",-15.14,6.46,450,"1995-11-29 2024-12-13",49.96,17.97,450,"1995-11-29 2024-12-13",-11.25,7.4,450,"1995-11-29 2024-12-13",2.57,4.01,450,"1995-11-29 2024-12-13",0.51,1.51,450,"1995-11-29 2024-12-13",0.01,0.06,438,"1995-11-29 2024-12-13",0.67,1.79,438,"1995-11-29 2024-12-13",4.9,5.82,437,"1995-11-29 2024-12-13",,,,
2025-12-05,-8.39,6.13,450,"1995-11-28 2024-12-12",79.9,13.34,450,"1995-11-28 2024-12-12",-0.03,8.52,450,"1995-11-28 2024-12-12",27.43,10.93,450,"1995-11-28 2024-12-12",-15.08,6.41,450,"1995-11-28 2024-12-12",50.04,17.99,450,"1995-11-28 2024-12-12",-11.18,7.3,450,"1995-11-28 2024-12-12",2.53,4.05,450,"1995-11-28 2024-12-12",0.55,1.58,450,"1995-11-28 2024-12-12",0.01,0.05,438,"1995-11-28 2024-12-12",0.73,1.88,437,"1995-11-28 2024-12-12",4.8,5.68,435,"1995-11-28 2024-12-12",,,,
2025-12-04,-8.32,6.18,450,"1995-11-27 2024-12-11",80.12,13.13,450,"1995-11-27 2024-12-11",0.03,8.56,450,"1995-11-27 2024-12-11",27.4,10.94,450,"1995-11-27 2024-12-11",-14.95,6.41,450,"1995-11-27 2024-12-11",50.03,18.08,450,"1995-11-27 2024-12-11",-11.07,7.26,450,"1995-11-27 2024-12-11",2.48,4.02,450,"1995-11-27 2024-12-11",0.57,1.57,450,"1995-11-27 2024-12-11",0.01,0.05,436,"1995-11-27 2024-12-11",0.75,1.88,437,"1995-11-27 2024-12-11",4.7,5.63,434,"1995-11-27 2024-12-11",,,,
2025-12-03,-8.21,6.21,450,"1995-11-26 2024-12-10",80.36,12.96,450,"1995-11-26 2024-12-10",0.18,8.58,450,"1995-11-26 2024-12-10",27.45,10.97,450,"1995-11-26 2024-12-10",-14.81,6.35,450,"1995-11-26 2024-12-10",49.75,18.03,450,"1995-11-26 2024-12-10",-10.93,7.19,450,"1995-11-26 2024-12-10",2.43,3.98,450,"1995-11-26 2024-12-10",0.56,1.55,450,"1995-11-26 2024-12-10",0.01,0.06,435,"1995-11-26 2024-12-10",0.75,1.87,436,"1995-11-26 2024-12-10",4.7,5.64,433,"1995-11-26 2024-12-10",,,,
2025-12-02,-8.11,6.09,450,"1995-11-25 2024-12-09",80.38,12.73,450,"1995-11-25 2024-12-09",0.37,8.51,450,"1995-11-25 2024-12-09",27.43,10.99,450,"1995-11-25 2024-12-09",-14.73,6.29,450,"1995-11-25 2024-12-09",49.29,18.14,450,"1995-11-25 2024-12-09",-10.81,7.14,450,"1995-11-25 2024-12-09",2.47,4,450,"1995-11-25 2024-12-09",0.55,1.55,450,"1995-11-25 2024-12-09",0.01,0.06,435,"1995-11-25 2024-12-09",0.73,1.88,436,"1995-11-25 2024-12-09",4.5,5.64,433,"1995-11-25 2024-12-09",,,,
2025-12-01,-8.06,6.04,450,"1995-11-24 2024-12-08",80.42,12.42,450,"1995-11-24 2024-12-08",0.48,8.57,450,"1995-11-24 2024-12-08",27.34,10.82,450,"1995-11-24 2024-12-08",-14.63,6.28,450,"1995-11-24 2024-12-08",48.98,18.41,450,"1995-11-24 2024-12-08",-10.67,7.14,450,"1995-11-24 2024-12-08",2.41,3.87,450,"1995-11-24 2024-12-08",0.53,1.55,450,"1995-11-24 2024-12-08",0.01,0.06,433,"1995-11-24 2024-12-08",0.71,1.89,434,"1995-11-24 2024-12-08",4.4,5.67,433,"1995-11-24 2024-12-08",,,,
2025-11-30,-7.88,6.07,450,"1995-11-23 2024-12-07",80.56,12.37,450,"1995-11-23 2024-12-07",0.74,8.59,450,"1995-11-23 2024-12-07",27.31,10.85,450,"1995-11-23 2024-12-07",-14.46,6.27,450,"1995-11-23 2024-12-07",48.68,18.28,450,"1995-11-23 2024-12-07",-10.5,7.09,450,"1995-11-23 2024-12-07",2.44,3.87,450,"1995-11-23 2024-12-07",0.58,1.84,450,"1995-11-23 2024-12-07",0.01,0.05,434,"1995-11-23 2024-12-07",0.75,2.14,435,"1995-11-23 2024-12-07",4.3,5.74,433,"1995-11-23 2024-12-07",,,,
2025-11-29,-7.76,5.96,450,"1995-11-22 2024-12-06",80.41,12.47,450,"1995-11-22 2024-12-06",0.98,8.62,450,"1995-11-22 2024-12-06",27.33,10.94,450,"1995-11-22 2024-12-06",-14.24,6.09,450,"1995-11-22 2024-12-06",48.37,18.45,450,"1995-11-22 2024-12-06",-10.19,6.99,450,"1995-11-22 2024-12-06",2.53,3.9,450,"1995-11-22 2024-12-06",0.56,1.77,450,"1995-11-22 2024-12-06",0.01,0.05,434,"1995-11-22 2024-12-06",0.73,2.08,435,"1995-11-22 2024-12-06",4.2,5.76,431,"1995-11-22 2024-12-06",,,,
2025-11-28,-7.58,5.79,450,"1995-11-21 2024-12-05",80.33,12.48,450,"1995-11-21 2024-12-05",1.25,8.57,450,"1995-11-21 2024-12-05",27.24,10.9,450,"1995-11-21 2024-12-05",-14.06,5.96,450,"1995-11-21 2024-12-05",48.01,18.6,450,"1995-11-21 2024-12-05",-9.94,6.9,450,"1995-11-21 2024-12-05",2.47,3.86,450,"1995-11-21 2024-12-05",0.56,1.78,450,"1995-11-21 2024-12-05",0.01,0.05,435,"1995-11-21 2024-12-05",0.75,2.11,436,"1995-11-21 2024-12-05",4,5.72,431,"1995-11-21 2024-12-05",,,,
2025-11-27,-7.43,5.83,450,"1995-11-20 2024-12-04",80.4,12.22,450,"1995-11-20 2024-12-04",1.47,8.63,450,"1995-11-20 2024-12-04",27.1,10.71,450,"1995-11-20 2024-12-04",-13.9,6.03,450,"1995-11-20 2024-12-04",47.68,18.61,450,"1995-11-20 2024-12-04",-9.81,6.92,450,"1995-11-20 2024-12-04",2.35,3.64,450,"1995-11-20 2024-12-04",0.54,1.76,450,"1995-11-20 2024-12-04",0.01,0.05,435,"1995-11-20 2024-12-04",0.72,2.09,436,"1995-11-20 2024-12-04",3.9,5.69,430,"1995-11-20 2024-12-04",,,,
2025-11-26,-7.36,5.96,450,"1995-11-19 2024-12-03",80.24,12.19,450,"1995-11-19 2024-12-03",1.62,8.8,450,"1995-11-19 2024-12-03",26.95,10.53,450,"1995-11-19 2024-12-03",-13.75,6.12,450,"1995-11-19 2024-12-03",47.53,18.71,450,"1995-11-19 2024-12-03",-9.65,6.97,450,"1995-11-19 2024-12-03",2.43,3.72,450,"1995-11-19 2024-12-03",0.56,1.88,450,"1995-11-19 2024-12-03",0.01,0.07,435,"1995-11-19 2024-12-03",0.75,2.27,436,"1995-11-19 2024-12-03",3.8,5.59,427,"1995-11-19 2024-12-03",,,,
2025-11-25,-7.16,6.01,450,"1995-11-18 2024-12-02",80.34,12.25,450,"1995-11-18 2024-12-02",1.85,8.79,450,"1995-11-18 2024-12-02",27.19,10.32,450,"1995-11-18 2024-12-02",-13.58,6.17,450,"1995-11-18 2024-12-02",47.26,18.86,450,"1995-11-18 2024-12-02",-9.44,6.99,450,"1995-11-18 2024-12-02",2.42,3.71,450,"1995-11-18 2024-12-02",0.58,1.89,450,"1995-11-18 2024-12-02",0.02,0.19,436,"1995-11-18 2024-12-02",0.76,2.27,437,"1995-11-18 2024-12-02",3.6,5.46,424,"1995-11-18 2024-12-02",,,,
2025-11-24,-7.02,6.01,450,"1995-11-17 2024-12-01",80.28,12.26,450,"1995-11-17 2024-12-01",2.03,8.84,450,"1995-11-17 2024-12-01",27.14,10.31,450,"1995-11-17 2024-12-01",-13.37,6.21,450,"1995-11-17 2024-12-01",47.1,19.09,450,"1995-11-17 2024-12-01",-9.17,7.02,450,"1995-11-17 2024-12-01",2.41,3.49,450,"1995-11-17 2024-12-01",0.57,1.82,450,"1995-11-17 2024-12-01",0.02,0.19,435,"1995-11-17 2024-12-01",0.75,2.2,437,"1995-11-17 2024-12-01",3.5,5.31,423,"1995-11-17 2024-12-01",,,,
2025-11-23,-6.77,5.98,450,"1995-11-16 2024-11-30",80.51,12.19,450,"1995-11-16 2024-11-30",2.26,8.75,450,"1995-11-16 2024-11-30",27.44,10.8,450,"1995-11-16 2024-11-30",-13.19,6.22,450,"1995-11-16 2024-11-30",47.2,19.13,450,"1995-11-16 2024-11-30",-8.93,6.99,450,"1995-11-16 2024-11-30",2.53,3.55,450,"1995-11-16 2024-11-30",0.58,1.85,450,"1995-11-16 2024-11-30",0.02,0.19,435,"1995-11-16 2024-11-30",0.75,2.23,438,"1995-11-16 2024-11-30",3.3,5.16,422,"1995-11-16 2024-11-30",,,,
2025-11-22,-6.41,5.94,450,"1995-11-15 2024-11-29",80.85,12,450,"1995-11-15 2024-11-29",2.7,8.67,450,"1995-11-15 2024-11-29",27.63,10.85,450,"1995-11-15 2024-11-29",-12.85,6.23,450,"1995-11-15 2024-11-29",46.87,19.05,450,"1995-11-15 2024-11-29",-8.59,6.89,450,"1995-11-15 2024-11-29",2.48,3.48,450,"1995-11-15 2024-11-29",0.56,1.82,450,"1995-11-15 2024-11-29",0.03,0.21,435,"1995-11-15 2024-11-29",0.71,2.18,439,"1995-11-15 2024-11-29",3.1,5,420,"1995-11-15 2024-11-29",,,,
2025-11-21,-6.11,5.82,450,"1995-11-14 2024-11-28",80.95,11.9,450,"1995-11-14 2024-11-28",3,8.46,450,"1995-11-14 2024-11-28",27.79,10.77,450,"1995-11-14 2024-11-28",-12.52,6.12,450,"1995-11-14 2024-11-28",46.81,18.95,450,"1995-11-14 2024-11-28",-8.24,6.68,450,"1995-11-14 2024-11-28",2.44,3.43,450,"1995-11-14 2024-11-28",0.57,1.88,450,"1995-11-14 2024-11-28",0.03,0.21,436,"1995-11-14 2024-11-28",0.71,2.23,440,"1995-11-14 2024-11-28",3,4.82,416,"1995-11-14 2024-11-28",,,,
2025-11-20,-5.82,5.64,450,"1995-11-13 2024-11-27",80.67,12.11,450,"1995-11-13 2024-11-27",3.46,8.26,450,"1995-11-13 2024-11-27",27.94,10.56,450,"1995-11-13 2024-11-27",-12.24,5.97,450,"1995-11-13 2024-11-27",46.28,18.92,450,"1995-11-13 2024-11-27",-7.84,6.59,450,"1995-11-13 2024-11-27",2.32,3.17,450,"1995-11-13 2024-11-27",0.52,1.82,450,"1995-11-13 2024-11-27",0.03,0.2,437,"1995-11-13 2024-11-27",0.63,2.15,441,"1995-11-13 2024-11-27",2.9,4.73,412,"1995-11-13 2024-11-27",,,,
2025-11-19,-5.65,5.53,450,"1995-11-12 2024-11-26",80.45,12.17,450,"1995-11-12 2024-11-26",3.78,8.17,450,"1995-11-12 2024-11-26",27.9,10.49,450,"1995-11-12 2024-11-26",-12.04,5.87,450,"1995-11-12 2024-11-26",45.78,18.62,450,"1995-11-12 2024-11-26",-7.61,6.5,450,"1995-11-12 2024-11-26",2.34,3.17,450,"1995-11-12 2024-11-26",0.48,1.8,450,"1995-11-12 2024-11-26",0.03,0.21,439,"1995-11-12 2024-11-26",0.58,2.11,442,"1995-11-12 2024-11-26",2.9,4.61,408,"1995-11-12 2024-11-26",,,,
2025-11-18,-5.63,5.43,450,"1995-11-11 2024-11-25",80.52,12.3,450,"1995-11-11 2024-11-25",3.86,8.13,450,"1995-11-11 2024-11-25",27.73,10.33,450,"1995-11-11 2024-11-25",-12.01,5.83,450,"1995-11-11 2024-11-25",45.74,18.73,450,"1995-11-11 2024-11-25",-7.64,6.47,450,"1995-11-11 2024-11-25",2.34,3.15,450,"1995-11-11 2024-11-25",0.46,1.78,450,"1995-11-11 2024-11-25",0.03,0.2,439,"1995-11-11 2024-11-25",0.56,2.09,442,"1995-11-11 2024-11-25",2.8,4.47,405,"1995-11-11 2024-11-25",,,,
2025-11-17,-5.55,5.47,450,"1995-11-10 2024-11-24",81.04,12.18,450,"1995-11-10 2024-11-24",3.78,8.22,450,"1995-11-10 2024-11-24",27.58,10.28,450,"1995-11-10 2024-11-24",-11.9,5.89,450,"1995-11-10 2024-11-24",46.56,19.11,450,"1995-11-10 2024-11-24",-7.65,6.5,450,"1995-11-10 2024-11-24",2.31,3.15,450,"1995-11-10 2024-11-24",0.49,1.84,450,"1995-11-10 2024-11-24",0.03,0.2,438,"1995-11-10 2024-11-24",0.59,2.14,442,"1995-11-10 2024-11-24",2.8,4.37,401,"1995-11-10 2024-11-24",,,,
2025-11-16,-5.4,5.45,450,"1995-11-09 2024-11-23",81.37,12.12,450,"1995-11-09 2024-11-23",3.83,8.26,450,"1995-11-09 2024-11-23",27.51,10.33,450,"1995-11-09 2024-11-23",-11.73,5.81,450,"1995-11-09 2024-11-23",47.16,19.34,450,"1995-11-09 2024-11-23",-7.56,6.41,450,"1995-11-09 2024-11-23",2.37,3.2,450,"1995-11-09 2024-11-23",0.52,1.88,450,"1995-11-09 2024-11-23",0.03,0.21,439,"1995-11-09 2024-11-23",0.62,2.18,443,"1995-11-09 2024-11-23",2.8,4.27,396,"1995-11-09 2024-11-23",,,,
2025-11-15,-5.3,5.34,450,"1995-11-08 2024-11-22",81.42,12.19,450,"1995-11-08 2024-11-22",3.94,8.2,450,"1995-11-08 2024-11-22",27.6,10.36,450,"1995-11-08 2024-11-22",-11.56,5.71,450,"1995-11-08 2024-11-22",47.18,19.49,450,"1995-11-08 2024-11-22",-7.34,6.33,450,"1995-11-08 2024-11-22",2.37,3.25,450,"1995-11-08 2024-11-22",0.48,1.55,450,"1995-11-08 2024-11-22",0.03,0.21,438,"1995-11-08 2024-11-22",0.57,1.88,442,"1995-11-08 2024-11-22",2.8,4.13,391,"1995-11-08 2024-11-22",,,,
2025-11-14,-5.08,5.3,450,"1995-11-07 2024-11-21",81.74,12.05,450,"1995-11-07 2024-11-21",4.08,8.09,450,"1995-11-07 2024-11-21",27.81,10.36,450,"1995-11-07 2024-11-21",-11.33,5.61,450,"1995-11-07 2024-11-21",47.32,19.48,450,"1995-11-07 2024-11-21",-7.17,6.18,450,"1995-11-07 2024-11-21",2.3,3.24,450,"1995-11-07 2024-11-21",0.5,1.6,450,"1995-11-07 2024-11-21",0.04,0.23,438,"1995-11-07 2024-11-21",0.6,1.98,442,"1995-11-07 2024-11-21",2.7,4.01,388,"1995-11-07 2024-11-21",,,,
2025-11-13,-4.83,5.23,450,"1995-11-06 2024-11-20",82.24,11.89,450,"1995-11-06 2024-11-20",4.18,7.93,450,"1995-11-06 2024-11-20",27.94,10.43,450,"1995-11-06 2024-11-20",-11.09,5.52,450,"1995-11-06 2024-11-20",47.92,19.5,450,"1995-11-06 2024-11-20",-7.04,6.08,450,"1995-11-06 2024-11-20",2.35,3.24,450,"1995-11-06 2024-11-20",0.5,1.6,450,"1995-11-06 2024-11-20",0.04,0.23,437,"1995-11-06 2024-11-20",0.59,1.95,441,"1995-11-06 2024-11-20",2.6,3.92,384,"1995-11-06 2024-11-20",,,,
2025-11-12,-4.58,5.07,450,"1995-11-05 2024-11-19",82.34,12.12,450,"1995-11-05 2024-11-19",4.41,7.84,450,"1995-11-05 2024-11-19",28.04,10.57,450,"1995-11-05 2024-11-19",-10.85,5.35,450,"1995-11-05 2024-11-19",48,19.65,450,"1995-11-05 2024-11-19",-6.79,5.95,450,"1995-11-05 2024-11-19",2.36,3.22,450,"1995-11-05 2024-11-19",0.54,1.64,450,"1995-11-05 2024-11-19",0.05,0.25,438,"1995-11-05 2024-11-19",0.64,2.01,442,"1995-11-05 2024-11-19",2.5,3.78,382,"1995-11-05 2024-11-19",,,,
2025-11-11,-4.32,4.91,450,"1995-11-04 2024-11-18",82.55,12.11,450,"1995-11-04 2024-11-18",4.76,7.71,450,"1995-11-04 2024-11-18",28.2,10.75,450,"1995-11-04 2024-11-18",-10.63,5.3,450,"1995-11-04 2024-11-18",47.61,19.61,450,"1995-11-04 2024-11-18",-6.55,5.84,450,"1995-11-04 2024-11-18",2.29,3.14,450,"1995-11-04 2024-11-18",0.5,1.44,450,"1995-11-04 2024-11-18",0.05,0.26,438,"1995-11-04 2024-11-18",0.57,1.72,443,"1995-11-04 2024-11-18",2.5,3.74,380,"1995-11-04 2024-11-18",,,,
2025-11-10,-4.16,4.78,450,"1995-11-03 2024-11-17",82.62,12.33,450,"1995-11-03 2024-11-17",5,7.7,450,"1995-11-03 2024-11-17",27.91,10.72,450,"1995-11-03 2024-11-17",-10.42,5.18,450,"1995-11-03 2024-11-17",47.53,19.9,450,"1995-11-03 2024-11-17",-6.31,5.78,450,"1995-11-03 2024-11-17",2.26,3.18,450,"1995-11-03 2024-11-17",0.5,1.47,450,"1995-11-03 2024-11-17",0.04,0.19,437,"1995-11-03 2024-11-17",0.58,1.73,442,"1995-11-03 2024-11-17",2.4,3.66,379,"1995-11-03 2024-11-05",,,,
2025-11-09,-3.96,4.66,450,"1995-11-02 2024-11-16",82.66,12.61,450,"1995-11-02 2024-11-16",5.23,7.58,450,"1995-11-02 2024-11-16",27.76,10.42,450,"1995-11-02 2024-11-16",-10.25,5.16,450,"1995-11-02 2024-11-16",47.66,20.11,450,"1995-11-02 2024-11-16",-6.12,5.7,450,"1995-11-02 2024-11-16",2.19,3.2,450,"1995-11-02 2024-11-16",0.53,1.51,450,"1995-11-02 2024-11-16",0.04,0.21,438,"1995-11-02 2024-11-16",0.62,1.9,442,"1995-11-02 2024-11-16",2.4,3.64,375,"1995-11-02 2024-11-05",,,,
2025-11-08,-3.88,4.62,450,"1995-11-01 2024-11-15",82.38,12.92,450,"1995-11-01 2024-11-15",5.4,7.5,450,"1995-11-01 2024-11-15",27.32,10.05,450,"1995-11-01 2024-11-15",-10.11,5.15,450,"1995-11-01 2024-11-15",47.22,20.14,450,"1995-11-01 2024-11-15",-5.96,5.68,450,"1995-11-01 2024-11-15",2.16,3.21,450,"1995-11-01 2024-11-15",0.55,1.58,450,"1995-11-01 2024-11-15",0.06,0.35,439,"1995-11-01 2024-11-15",0.61,1.88,442,"1995-11-01 2024-11-15",2.3,3.59,372,"1995-11-01 2024-11-05",,,,
2025-11-07,-3.88,4.6,450,"1995-10-31 2024-11-14",82.04,12.98,450,"1995-10-31 2024-11-14",5.51,7.46,450,"1995-10-31 2024-11-14",27.25,10.12,450,"1995-10-31 2024-11-14",-10.13,5.11,450,"1995-10-31 2024-11-14",46.74,19.97,450,"1995-10-31 2024-11-14",-5.87,5.71,450,"1995-10-31 2024-11-14",2.18,3.21,450,"1995-10-31 2024-11-14",0.56,1.61,450,"1995-10-31 2024-11-14",0.08,0.49,440,"1995-10-31 2024-11-14",0.6,1.87,442,"1995-10-31 2024-11-14",2.2,3.52,367,"1995-10-31 2024-11-05",,,,
2025-11-06,-3.83,4.59,450,"1995-10-30 2024-11-13",81.92,13.1,450,"1995-10-30 2024-11-13",5.7,7.51,450,"1995-10-30 2024-11-13",27.24,10.14,450,"1995-10-30 2024-11-13",-10.1,5.12,450,"1995-10-30 2024-11-13",46.2,20.02,450,"1995-10-30 2024-11-13",-5.8,5.76,450,"1995-10-30 2024-11-13",2.21,3.2,450,"1995-10-30 2024-11-13",0.53,1.54,450,"1995-10-30 2024-11-13",0.08,0.49,440,"1995-10-30 2024-11-13",0.57,1.78,442,"1995-10-30 2024-11-13",2.2,3.51,366,"1995-10-30 2024-11-05",,,,
2025-11-05,-3.75,4.63,450,"1995-10-29 2024-11-12",82.45,12.8,450,"1995-10-29 2024-11-12",5.65,7.56,450,"1995-10-29 2024-11-12",27.28,10.28,450,"1995-10-29 2024-11-12",-9.96,5.15,450,"1995-10-29 2024-11-12",46.53,20.17,450,"1995-10-29 2024-11-12",-5.79,5.8,450,"1995-10-29 2024-11-12",2.33,3.37,450,"1995-10-29 2024-11-12",0.58,1.63,450,"1995-10-29 2024-11-12",0.08,0.5,439,"1995-10-29 2024-11-12",0.63,1.92,442,"1995-10-29 2024-11-12",2.2,3.49,365,"1995-10-29 2024-11-05",,,,
2025-11-04,-3.55,4.61,450,"1995-10-28 2024-11-11",82.83,12.73,450,"1995-10-28 2024-11-11",5.69,7.56,450,"1995-10-28 2024-11-11",27.19,10.37,450,"1995-10-28 2024-11-11",-9.8,5.16,450,"1995-10-28 2024-11-11",47.18,20.34,450,"1995-10-28 2024-11-11",-5.68,5.79,450,"1995-10-28 2024-11-11",2.33,3.35,450,"1995-10-28 2024-11-11",0.65,1.7,450,"1995-10-28 2024-11-11",0.1,0.54,439,"1995-10-28 2024-11-11",0.68,1.95,442,"1995-10-28 2024-11-11",2.1,3.45,365,"1995-10-28 2024-11-05",,,,
